number,value,datetime_start,datetime_complete,duration,params_alpha,params_colsample_bylevel,params_colsample_bynode,params_colsample_bytree,params_gamma,params_lambda,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,params_subsample,state
91,0.45996111596560757,2025-01-10 22:50:48.483186,2025-01-10 22:53:18.504924,0 days 00:02:30.021738,24.928111328781288,0.5866769752721995,0.485259225510697,0.546405132616025,29.296913944398977,7.8869768432719525,0.2039750568639095,7,47,1427,0.9136145341116397,COMPLETE
92,0.3868911404874575,2025-01-10 22:50:51.012905,2025-01-10 22:54:01.332158,0 days 00:03:10.319253,26.6936678388885,0.5720374902572243,0.3062468890533465,0.3380570525260601,2.5597454290960933,31.169647167791325,0.22675275234915532,8,45,2569,0.9158417588289267,COMPLETE
93,0.4067989520990063,2025-01-10 22:50:52.082164,2025-01-10 22:54:22.491534,0 days 00:03:30.409370,28.89497364188966,0.5662156410663757,0.8597033879414009,0.5659706335000891,3.6236709942059866,31.7568526955546,0.20135496460582022,7,45,2657,0.9129097480058899,COMPLETE
94,0.4539502110368799,2025-01-10 22:51:05.443066,2025-01-10 22:54:26.980927,0 days 00:03:21.537861,29.285139162377106,0.5842624124821376,0.8571952135826574,0.3490459319460294,28.808081486116457,29.11145324952992,0.18754897850660496,6,98,2898,0.887101290345665,COMPLETE
95,0.39963848029433985,2025-01-10 22:51:54.960882,2025-01-10 22:54:36.383253,0 days 00:02:41.422371,27.54420588880442,0.5722989317462728,0.8386287109374895,0.3363732397221632,4.00919626877429,30.028856291520945,0.22650739734057995,7,94,2952,0.9200173154864096,COMPLETE
96,0.4033509777797885,2025-01-10 22:52:03.200155,2025-01-10 22:54:53.795765,0 days 00:02:50.595610,28.863987125768332,0.3906875856051538,0.837098749457866,0.6123308946113054,3.735894636876127,31.1751655557545,0.23455612099339357,13,46,2558,0.8861502227223077,COMPLETE
97,0.3956311525896861,2025-01-10 22:52:03.498980,2025-01-10 22:55:20.504921,0 days 00:03:17.005941,28.5032118413648,0.4032033627822944,0.39736121351362536,0.5817293740337238,2.0527265316312913,32.031147311688365,0.23685320020337994,13,46,2672,0.9980758168848833,COMPLETE
98,0.3898160273992138,2025-01-10 22:52:17.144235,2025-01-10 22:55:31.065509,0 days 00:03:13.921274,29.238171860953933,0.39043724022466336,0.9912551940891707,0.5834441888302755,1.7680705846789562,31.334859928895675,0.2249221420550256,12,47,2550,0.8861543889060736,COMPLETE
99,0.3945227725840101,2025-01-10 22:52:41.837550,2025-01-10 22:55:34.785426,0 days 00:02:52.947876,28.75968729316783,0.44678321263658305,0.3899700154117639,0.5927927781444026,1.93943904468349,2.1607235522023736,0.23322760397814188,70,57,2563,0.8829939018340703,COMPLETE
100,0.45447488264929187,2025-01-10 22:52:43.302020,2025-01-10 22:55:51.851584,0 days 00:03:08.549564,28.547217337912006,0.6823165291436006,0.9975195694937296,0.5994638819608401,27.261659540630212,31.633544514957944,0.23283274909055446,78,46,2548,0.8835739865245853,COMPLETE
101,0.3893593571859945,2025-01-10 22:52:47.760487,2025-01-10 22:56:02.780536,0 days 00:03:15.020049,28.93024645699778,0.39919977592223027,0.4623977248218892,0.5912074870297799,1.8541518728549877,29.27914738499831,0.23598263521920354,69,56,2556,0.8839946538052339,COMPLETE
102,0.3908297826740261,2025-01-10 22:53:12.834952,2025-01-10 22:56:29.553691,0 days 00:03:16.718739,28.88061725456884,0.6767040141420179,0.46246662699338065,0.6351154659634338,1.5425874287890726,1.6527072925876172,0.1871350806762585,70,96,2589,0.883933938252113,COMPLETE
103,0.39178925298522843,2025-01-10 22:53:17.061228,2025-01-10 22:56:35.748230,0 days 00:03:18.687002,28.89274033808128,0.3947452757817681,0.39411987654052233,0.6716286926807874,1.7058172490068246,27.81803173580417,0.2562256438803105,73,59,2558,0.8870039565852459,COMPLETE
104,0.38614712290427716,2025-01-10 22:53:18.506926,2025-01-10 22:56:40.798928,0 days 00:03:22.292002,28.001734288816266,0.4133636963370752,0.4574286339530335,0.3506844524893295,1.6704726171598745,26.685850310662516,0.18923929347872745,15,56,2578,0.8897660395931724,COMPLETE
105,0.40298726990228695,2025-01-10 22:53:46.686642,2025-01-10 22:56:57.514198,0 days 00:03:10.827556,29.301262994582007,0.416849151621872,0.3951791642117465,0.6611316036189292,1.8965237874419691,3.738710075559304,0.2563941382912986,12,100,2484,0.8830375960906809,COMPLETE
106,0.3971117784466462,2025-01-10 22:54:01.334160,2025-01-10 22:57:20.060653,0 days 00:03:18.726493,28.77998243787687,0.44495454621455355,0.39098071903928133,0.6723127036654448,1.4158504221282728,28.271999814088133,0.25642957501498076,12,55,2557,0.882008672983987,COMPLETE
107,0.39585020312868574,2025-01-10 22:54:22.493536,2025-01-10 22:57:35.356787,0 days 00:03:12.863251,35.76402316159417,0.3983712985050678,0.39109387367771287,0.6712318497430605,1.509073848217182,2.473461661336993,0.2568954306565029,12,100,2527,0.8845508429459242,COMPLETE
108,0.414933454818409,2025-01-10 22:54:26.982208,2025-01-10 22:57:43.085937,0 days 00:03:16.103729,32.8642134920038,0.39363598478628353,0.39646859012729474,0.23692033183375577,1.661325619697531,1.4326447433882663,0.2577878160125167,11,56,2555,0.8725990537360998,COMPLETE
109,0.3972258380328754,2025-01-10 22:54:36.385257,2025-01-10 22:57:44.581672,0 days 00:03:08.196415,33.82785332733141,0.39478857371853515,0.40064309063472736,0.6661731665243682,1.8576554463678705,23.462961277158602,0.26323766712285973,12,56,2526,0.8810549090788213,COMPLETE
110,0.4070974323054362,2025-01-10 22:54:53.795765,2025-01-10 22:58:20.383565,0 days 00:03:26.587800,35.7349630336964,0.44511084503570586,0.3905336184900232,0.6591103179584981,1.4777512431327682,25.577981727382877,0.26349939202556116,12,56,3110,0.9766353696628602,COMPLETE
111,0.4266884095237306,2025-01-10 22:55:20.506923,2025-01-10 22:58:47.473276,0 days 00:03:26.966353,34.42062669710559,0.44101809987554,0.25850415611979577,0.646624287988476,6.866861997175717,24.66476668051733,0.25010424171094336,84,57,3130,0.870831343995798,COMPLETE
112,0.41796159722510695,2025-01-10 22:55:31.065509,2025-01-10 22:58:58.921390,0 days 00:03:27.855881,35.44572326208461,0.6807457206861665,0.31529209952063736,0.23245413759625672,1.3331414345078523,25.752006601581876,0.2600776226704007,15,57,3100,0.9777275642883638,COMPLETE
113,0.43648126892504296,2025-01-10 22:55:34.785426,2025-01-10 22:58:58.291808,0 days 00:03:23.506382,35.32734195931371,0.5062673072839677,0.24526042282584457,0.4933093620944716,7.267657063205606,23.813051106759065,0.25680296979914474,15,55,3088,0.9756975032094014,COMPLETE
114,0.441081800768454,2025-01-10 22:55:51.851584,2025-01-10 22:59:11.248717,0 days 00:03:19.397133,33.77515963340661,0.5012498326115615,0.23786422298132992,0.23536511705979157,6.887079214837621,24.991512248134548,0.257419430144045,11,55,2435,0.9718532434804914,COMPLETE
115,0.44178860759437083,2025-01-10 22:56:02.780536,2025-01-10 22:59:16.253606,0 days 00:03:13.473070,33.94843925706107,0.5040858624854433,0.2502512684877619,0.23608678296150246,7.1124754132754955,26.98390659481207,0.2570595686986186,71,49,2110,0.9755874638112635,COMPLETE
116,0.41859215709952885,2025-01-10 22:56:29.555693,2025-01-10 22:59:52.949582,0 days 00:03:23.393889,35.04062425205423,0.5044386751391409,0.25284267043742287,0.6614551014290473,4.78202396383635,24.030426002073703,0.2567272322774427,76,60,2804,0.809651390477544,COMPLETE
117,0.43143352244967176,2025-01-10 22:56:35.748230,2025-01-10 23:00:09.545524,0 days 00:03:33.797294,35.22069494659113,0.502674418962986,0.3169286319926094,0.47919814660358684,7.159063600600146,16.45661611819908,0.25488236940940023,11,49,3126,0.9701410716027418,COMPLETE
118,0.4472666564711351,2025-01-10 22:56:40.798928,2025-01-10 23:00:12.329332,0 days 00:03:31.530404,33.84057790151274,0.42419642798439244,0.2545311034129107,0.29217254358376726,21.038541793914074,25.265161675248773,0.25212708270916306,15,55,3086,0.9731569526661804,COMPLETE
119,0.4402360481215933,2025-01-10 22:56:57.514198,2025-01-10 23:00:04.162679,0 days 00:03:06.648481,33.94400369376823,0.504030485094988,0.31939065020420804,0.23147011720093835,7.319683458058989,24.13167394857556,0.15694271186695555,15,49,2108,0.9788107959708031,COMPLETE
120,0.439839875743641,2025-01-10 22:57:20.062655,2025-01-10 23:00:54.225892,0 days 00:03:34.163237,36.577379422791594,0.5009114103789502,0.3157127163123248,0.23284252792664423,6.625257153527134,24.683917853454812,0.15715272049872686,16,49,2800,0.9755338691947306,COMPLETE
121,0.43602210138456304,2025-01-10 22:57:35.356787,2025-01-10 23:01:09.690393,0 days 00:03:34.333606,22.788611937407754,0.4980166091301627,0.3194092582453681,0.23461660111830235,6.687090712358375,24.48605977494534,0.19609592472352325,15,61,3117,0.8110318171109243,COMPLETE
122,0.42201279646713835,2025-01-10 22:57:43.085937,2025-01-10 23:01:20.476736,0 days 00:03:37.390799,22.435744427279566,0.4367574135577938,0.2467512332407715,0.2872419001449041,6.998576057348291,24.77314462952219,0.15774080870746304,3,62,3133,0.9783045116583076,COMPLETE
123,0.41350471209882067,2025-01-10 22:57:44.581672,2025-01-10 23:01:27.650630,0 days 00:03:43.068958,35.147178695579086,0.4972609557721058,0.31644000522281257,0.327306724939574,7.5536209586505425,16.497930630605605,0.15612058539884677,15,49,3142,0.9742128716463977,COMPLETE
124,0.40055254977478305,2025-01-10 22:58:20.383565,2025-01-10 23:01:31.094439,0 days 00:03:10.710874,23.04269909619098,0.4982978217379047,0.5172441857337615,0.28781253274076063,4.668497080738783,16.977832562755562,0.24360964938761942,15,49,2817,0.9688435972629812,COMPLETE
125,0.3929786278262503,2025-01-10 22:58:47.473276,2025-01-10 23:02:19.384644,0 days 00:03:31.911368,16.195554563759114,0.4944265383129288,0.3091329322269828,0.28385752935507524,4.391778875378051,14.92842532339129,0.15750488214214053,16,62,2798,0.7902329211863922,COMPLETE
126,0.42611641938276756,2025-01-10 22:58:58.291808,2025-01-10 23:02:24.368382,0 days 00:03:26.076574,16.906891525716127,0.5000131728322703,0.31174925336565207,0.23568762816504574,4.491449099675386,17.392376466940846,0.29129337921557813,66,61,2784,0.9658276639465,COMPLETE
127,0.4090503641659367,2025-01-10 22:58:58.921390,2025-01-10 23:02:30.969633,0 days 00:03:32.048243,22.822722128924603,0.49934852198303953,0.5175668478117063,0.32754999175767313,4.267782991167579,34.55721372006675,0.19544248097335742,66,61,2794,0.7959361587594662,COMPLETE
128,0.3977165437313359,2025-01-10 22:59:11.248717,2025-01-10 23:02:37.070575,0 days 00:03:25.821858,22.358762825478998,0.4303013482175765,0.5168237637146609,0.2810588052330265,4.436441569764115,16.125384646440235,0.1949819174813843,15,49,2817,0.797756243901124,COMPLETE
129,0.3454461116332301,2025-01-10 22:59:16.253606,2025-01-10 23:03:24.207834,0 days 00:04:07.954228,24.197952871483714,0.43057980667984147,0.5130929731124483,0.27952254052956277,0.03272405178203064,17.332930629166764,0.15670466857837043,65,62,2805,0.8002103172374214,COMPLETE
130,0.46946386434376935,2025-01-10 22:59:52.949582,2025-01-10 23:03:25.230536,0 days 00:03:32.280954,16.289830633100152,0.9110394026585305,0.5122449555437644,0.2892133291062131,39.92894927804885,17.115070908392916,0.15838783061675762,3,62,2750,0.8135713502691195,COMPLETE
131,0.45069001218123256,2025-01-10 23:00:04.162679,2025-01-10 23:03:34.500138,0 days 00:03:30.337459,23.66839154985761,0.4222357745898513,0.45620115538706074,0.2825771302764731,21.352645403065424,16.449896447768182,0.1961313713325175,3,44,2697,0.9027854987664303,COMPLETE
132,0.36989101939137586,2025-01-10 23:00:09.545524,2025-01-10 23:03:46.046930,0 days 00:03:36.501406,23.27438017853985,0.4208410046424285,0.5128562538625245,0.28349930708511917,0.28562145135662487,12.185743291065485,0.19623745279594987,3,10,2757,0.8171749355123901,COMPLETE
133,0.3629957687026424,2025-01-10 23:00:12.329332,2025-01-10 23:04:29.972096,0 days 00:04:17.642764,23.082398831669053,0.9148116236883628,0.5328333212540156,0.32629303868225734,0.09001685273560112,34.07107317369763,0.19536872719394152,3,62,2782,0.9001723153863406,COMPLETE
134,0.34806018710226044,2025-01-10 23:00:54.225892,2025-01-10 23:05:10.604235,0 days 00:04:16.378343,22.93852507143334,0.6084508181782674,0.5158343323294826,0.3265703290920276,0.07028421169347787,13.423145052182074,0.2426980164169117,64,34,3389,0.8178370185606938,COMPLETE
135,0.39146334232073426,2025-01-10 23:01:09.690393,2025-01-10 23:04:35.038985,0 days 00:03:25.348592,16.75935080023406,0.6187224922056735,0.5160795598012443,0.32643170086477585,4.348568825331963,12.236067663114211,0.18432063198160092,65,35,2777,0.9007051996200587,COMPLETE
136,0.4667714697919243,2025-01-10 23:01:20.478607,2025-01-10 23:05:10.163269,0 days 00:03:49.684662,16.5113776096688,0.9752369455068287,0.5154982559401647,0.32579004747007445,45.25811023988768,11.726584857269604,0.18230886187013057,63,43,3502,0.9011576604344741,COMPLETE
137,0.469579973266067,2025-01-10 23:01:27.652632,2025-01-10 23:05:17.296759,0 days 00:03:49.644127,15.661623668538784,0.46005917606403296,0.4651895087591166,0.35378388955827705,44.94554112380162,11.532700148798936,0.18158498766299835,65,87,3455,0.9026344197057349,COMPLETE
138,0.3531656705480999,2025-01-10 23:01:31.096441,2025-01-10 23:06:32.177328,0 days 00:05:01.080887,17.2155765437116,0.6126593349874285,0.44971627031583583,0.5276176785712534,0.053145220982117936,14.09130563372877,0.1802619578819927,66,32,2411,0.3147290855858882,COMPLETE
139,0.46475416264113534,2025-01-10 23:02:19.384644,2025-01-10 23:05:14.665693,0 days 00:02:55.281049,25.026115092281565,0.8949392791812902,0.4479033037488652,0.35660498327123064,45.88942282285309,10.948317786786419,0.217029527658278,65,87,812,0.9029702878587539,COMPLETE
140,0.36456828043122624,2025-01-10 23:02:24.368382,2025-01-10 23:06:32.508061,0 days 00:04:08.139679,24.917177888374514,0.6115332984716934,0.4576427927141245,0.35604220470345216,0.3146508913175712,4.864684274526965,0.18156813347002967,5,35,3428,0.8978329948891733,COMPLETE
141,0.39318411978516465,2025-01-10 23:02:30.971636,2025-01-10 23:06:38.854672,0 days 00:04:07.883036,41.552376818232226,0.9943520320480274,0.45777542966311746,0.526887860137289,0.5523453682121704,5.560487311402833,0.21601717271261825,3,43,3558,0.9015979830679992,COMPLETE
142,0.37377896590696286,2025-01-10 23:02:37.072577,2025-01-10 23:06:46.482659,0 days 00:04:09.410082,39.71886172930089,0.8993162681095115,0.4576394691251631,0.34724950747214106,0.0757587756112293,11.08608581038246,0.21703840135761987,4,87,3440,0.9011244685282758,COMPLETE
143,0.3574667816484552,2025-01-10 23:03:24.207834,2025-01-10 23:07:40.861365,0 days 00:04:16.653531,24.957640369698986,0.8884208999078647,0.5480595969637355,0.3128002453388119,0.09461512232697986,10.924776245468172,0.14154874430310332,4,44,3454,0.9032948923430917,COMPLETE
144,0.360606160415069,2025-01-10 23:03:25.232539,2025-01-10 23:07:44.764688,0 days 00:04:19.532149,25.963274126699847,0.4578843999413852,0.45548520394033154,0.34936029003723834,0.16843565554662038,12.124085198604917,0.18307526176167138,63,43,2405,0.9020875538418051,COMPLETE
145,0.3705756341833684,2025-01-10 23:03:34.500138,2025-01-10 23:07:41.725998,0 days 00:04:07.225860,39.67793283504638,0.46261911251167587,0.5374974091575587,0.3579894246697697,0.04260008737759513,10.099810434626093,0.11276864408833671,5,79,1928,0.9033786834678489,COMPLETE
146,0.37683345427085263,2025-01-10 23:03:46.046930,2025-01-10 23:08:14.759255,0 days 00:04:28.712325,39.03776520745305,0.4640193557667446,0.5431254489482613,0.3545078258165727,0.2828158440174571,11.419551582760064,0.14438425989478026,5,11,3460,0.900968942201152,COMPLETE
147,0.4036638075369712,2025-01-10 23:04:29.972096,2025-01-10 23:08:39.876245,0 days 00:04:09.904149,38.94641394466612,0.4647943300374958,0.547334946339928,0.3153652425867478,0.18918347822634562,4.706089042350435,0.11591709020134691,5,6,3573,0.28096120048140344,COMPLETE
148,0.36630193240080233,2025-01-10 23:04:35.038985,2025-01-10 23:09:13.754302,0 days 00:04:38.715317,25.61158865825461,0.25196719337023465,0.4457183379981849,0.35562108421334354,0.248127593968228,11.151226448532942,0.17949790082789718,5,22,3423,0.9328515529584138,COMPLETE
149,0.38361097020332663,2025-01-10 23:05:10.165070,2025-01-10 23:09:23.119786,0 days 00:04:12.954716,25.379192785877077,0.24586277322629693,0.5352046564546101,0.3609920461870554,0.28588528809783487,85.57867237313508,0.14070104049568485,5,9,3505,0.29752782641635017,COMPLETE
150,0.3473053793089704,2025-01-10 23:05:10.604235,2025-01-10 23:10:29.419371,0 days 00:05:18.815136,25.64489232808222,0.8573299121828364,0.45180755721837723,0.3048105991071446,0.015496286946112124,10.682785850262738,0.13883495432372037,5,7,3426,0.7782663185720713,COMPLETE
151,0.3715471743414545,2025-01-10 23:05:14.667554,2025-01-10 23:09:59.023999,0 days 00:04:44.356445,31.47886686833202,0.25538925182000155,0.42021799407200533,0.3135547565545539,0.3817317223935012,4.143008757646177,0.1403918596133458,5,9,3405,0.860961859011144,COMPLETE
152,0.37090031633807935,2025-01-10 23:05:17.298761,2025-01-10 23:09:45.268808,0 days 00:04:27.970047,25.949980290816534,0.6425983769228248,0.539957810482589,0.3086025856139143,0.44906686833216436,46.830307612720574,0.24177871126823974,5,7,2403,0.7730150794718601,COMPLETE
153,0.38386706862820213,2025-01-10 23:06:32.177328,2025-01-10 23:11:08.019181,0 days 00:04:35.841853,26.721365188858627,0.6500687699861963,0.5549388667024084,0.3008573053331195,0.1520938016224865,13.944142477648224,0.11471786973130632,74,7,3382,0.24935821943056824,COMPLETE
154,0.3632297727469072,2025-01-10 23:06:32.508061,2025-01-10 23:12:10.101264,0 days 00:05:37.593203,26.071437398916743,0.6348562935038525,0.5421702449355101,0.5273487517100225,0.011179031733022038,3.8821507446732824,0.11890987625100469,5,32,3598,0.2803687024857425,COMPLETE
155,0.3704507469108978,2025-01-10 23:06:38.854672,2025-01-10 23:11:05.424676,0 days 00:04:26.570004,31.886573072478328,0.6477960527777141,0.5468351666170479,0.30247228585324015,0.11495395613530349,4.793401364051135,0.1794594645594205,62,33,2413,0.5200900442259879,COMPLETE
156,0.38745983111372057,2025-01-10 23:06:46.484661,2025-01-10 23:11:50.925612,0 days 00:05:04.440951,31.404195311232293,0.896602833985646,0.5433321872231598,0.3052763713947194,0.07075449424148918,5.140054709042107,0.142005670975783,62,33,3343,0.25398732176053,COMPLETE
157,0.38016478240521606,2025-01-10 23:07:40.861365,2025-01-10 23:12:40.746465,0 days 00:04:59.885100,26.279414421038265,0.6440431751698892,0.5408857109812123,0.35709276345654,0.4466767728822969,14.055321541797253,0.17700915996877903,50,32,3887,0.43430974364320096,COMPLETE
158,0.37819738001722003,2025-01-10 23:07:41.728001,2025-01-10 23:13:13.866006,0 days 00:05:32.138005,31.973262326667573,0.6538239986926091,0.542442422939297,0.3061167945609351,0.03714843542939983,9.436092521116201,0.13712658949744494,5,32,3774,0.3100133140146479,COMPLETE
159,0.38591684000974014,2025-01-10 23:07:44.764688,2025-01-10 23:12:38.167130,0 days 00:04:53.402442,50.903884476590996,0.8950212147307994,0.5419578441053039,0.4297159722051388,0.12279889335370145,13.801338626478069,0.11900380855871513,5,32,1995,0.7624212835327225,COMPLETE
160,0.39695400162521494,2025-01-10 23:08:14.759255,2025-01-10 23:13:37.927598,0 days 00:05:23.168343,38.61019153941605,0.6437141294858945,0.5430430940532948,0.309951507630836,0.18709447745413021,9.427219499434718,0.13888126306061388,5,33,3653,0.31725686998590397,COMPLETE
161,0.40509510829042555,2025-01-10 23:08:39.876245,2025-01-10 23:13:49.760203,0 days 00:05:09.883958,48.44661813525378,0.8850148082653952,0.5447586247416172,0.36964066282635566,0.7481437546863237,13.936749315752182,0.13620485297801593,63,32,3873,0.5215438712888998,COMPLETE
162,0.3691873309830663,2025-01-10 23:09:13.756304,2025-01-10 23:14:01.556321,0 days 00:04:47.800017,24.984651766555356,0.8962529189997506,0.53665687999799,0.4303538698441015,0.18995136069419125,13.956385537511892,0.11220009346515253,5,25,3312,0.41786091924082913,COMPLETE
163,0.3620266291291931,2025-01-10 23:09:23.121788,2025-01-10 23:15:08.880235,0 days 00:05:45.758447,24.68791073759509,0.8788418083030698,0.5415903624187788,0.4295182539962117,0.22395122986785915,98.32391249200525,0.11439039872170564,5,10,3926,0.5071072622656483,COMPLETE
164,0.412398177633766,2025-01-10 23:09:45.268808,2025-01-10 23:15:17.872346,0 days 00:05:32.603538,48.411825055057726,0.6555130191594227,0.5362216562613851,0.36737169197154074,0.13880182564242793,9.871874721225844,0.13985134822588222,5,11,3892,0.30076722714230697,COMPLETE
165,0.3651599094701876,2025-01-10 23:09:59.023999,2025-01-10 23:15:29.997307,0 days 00:05:30.973308,31.337277891765297,0.6513273448793749,0.5389330600575535,0.4193132895541303,0.2104632463810021,14.135997041678472,0.13600751489906923,62,32,3865,0.826406497818805,COMPLETE
166,0.3499135640562205,2025-01-10 23:10:29.419371,2025-01-10 23:16:15.152167,0 days 00:05:45.732796,30.896208909253417,0.8668241758678237,0.4177867213712082,0.4143457709495048,0.04504521276961709,9.791448991126417,0.12101389250449773,62,9,3799,0.7666043483621005,COMPLETE
167,0.36898813449612416,2025-01-10 23:11:05.424676,2025-01-10 23:16:46.146113,0 days 00:05:40.721437,31.469549786919202,0.6439248041462731,0.41710629086996465,0.30692163311415044,0.0936867691664779,14.004186375864704,0.13449736540947688,61,33,3936,0.4734647700102319,COMPLETE
168,0.3573994395146698,2025-01-10 23:11:08.021180,2025-01-10 23:17:02.961936,0 days 00:05:54.940756,31.04942350414701,0.9221742978758314,0.4238362530114836,0.3201551501977987,0.1117714628893241,9.654716830668033,0.11335042346225518,62,33,3833,0.7644153804945751,COMPLETE
169,0.4134529670191365,2025-01-10 23:11:50.927615,2025-01-10 23:17:03.608860,0 days 00:05:12.681245,51.07061020240207,0.8692989826976814,0.6210873663906713,0.42542788242023455,0.8256494079245584,9.65496053871865,0.11836670027369715,5,1,3818,0.4382506846483852,COMPLETE
170,0.39946546077938266,2025-01-10 23:12:10.103267,2025-01-10 23:17:36.039098,0 days 00:05:25.935831,31.877562971180147,0.6037381128471996,0.41599180733570773,0.4362817079674011,1.2158185874652578,9.335210219218336,0.13309273604330335,60,2,3790,0.41639019023779156,COMPLETE
171,0.3731135900959465,2025-01-10 23:12:38.167130,2025-01-10 23:17:53.722659,0 days 00:05:15.555529,24.7610757824899,0.6033081193711619,0.4982147266076545,0.37575393001486823,1.1462143767607103,9.49444565299307,0.1316244737169337,57,1,3981,0.8244099730979579,COMPLETE
172,0.40311935248752667,2025-01-10 23:12:40.748471,2025-01-10 23:18:22.558424,0 days 00:05:41.809953,30.8690643124049,0.6092339139696379,0.6231214818451012,0.45971732401241316,0.93011611311177,9.442382178449094,0.10743674964277924,67,24,3668,0.33370201278074496,COMPLETE
173,0.37720887469704295,2025-01-10 23:13:13.866006,2025-01-10 23:18:37.032539,0 days 00:05:23.166533,23.93570690885635,0.6107022966565416,0.41815334866763243,0.31637965042788285,0.8425202558399255,6.468179910002211,0.1481307272596666,58,24,3619,0.5281076799080499,COMPLETE
174,0.381258557230888,2025-01-10 23:13:37.927598,2025-01-10 23:19:01.087115,0 days 00:05:23.159517,31.457034096438118,0.8587280532785558,0.4258127756365903,0.3682820971987909,1.0072206150121192,6.501381655952828,0.10795937094874439,57,25,4306,0.7761940074089517,COMPLETE
175,0.39082328388771576,2025-01-10 23:13:49.760203,2025-01-10 23:19:46.145307,0 days 00:05:56.385104,30.640805521915368,0.9336942213190762,0.42871276804604447,0.40965243212859,1.2290820157499975,6.618935518460432,0.10959008680635246,3,1,4552,0.8240617169841643,COMPLETE
176,0.3896785020756999,2025-01-10 23:14:01.558323,2025-01-10 23:19:55.404745,0 days 00:05:53.846422,25.793799351194433,0.8579244662956516,0.42030224361582896,0.47304346315066953,1.146786522435086,7.190044823741436,0.1082791247210517,57,1,4697,0.388077278042659,COMPLETE
177,0.38458126344476096,2025-01-10 23:15:08.882138,2025-01-10 23:20:12.916075,0 days 00:05:04.033937,24.29604786809813,0.8466224928696374,0.4980479928967102,0.4116644812688656,1.122953529759468,99.15890821527435,0.10708915883537341,60,2,4174,0.4324274911974381,COMPLETE
178,0.3825643308102922,2025-01-10 23:15:17.874216,2025-01-10 23:20:58.799802,0 days 00:05:40.925586,23.92257295924291,0.8564963470622147,0.6091176335404842,0.4269445502344391,1.1328423199278252,99.8353463947382,0.11120372291810776,58,22,4762,0.44810267407051113,COMPLETE
179,0.45724599400595406,2025-01-10 23:15:29.999310,2025-01-10 23:20:45.410022,0 days 00:05:15.410712,99.50608042629281,0.8656439458777532,0.6160663173280778,0.4582882126568979,1.4679711479805895,99.64627282402849,0.12490797707729863,57,22,4149,0.505903280645702,COMPLETE
180,0.39238061902364324,2025-01-10 23:16:15.154169,2025-01-10 23:21:37.822671,0 days 00:05:22.668502,24.232817318029984,0.8442693576275985,0.6121370476271141,0.41031024215844425,1.3029620295130548,93.23179168380449,0.1262117668901317,61,25,4087,0.46002199636847907,COMPLETE
181,0.3902639796040848,2025-01-10 23:16:46.146113,2025-01-10 23:21:53.562151,0 days 00:05:07.416038,24.42948906324111,0.8476176823292259,0.438934335161069,0.4635836093541557,1.203650401211811,99.43035842344267,0.1296190478021473,67,23,4121,0.43240910552346334,COMPLETE
182,0.39104293263083284,2025-01-10 23:17:02.963938,2025-01-10 23:22:24.341487,0 days 00:05:21.377549,24.241007229700152,0.8647771902102127,0.43342741085674796,0.45824377783845927,1.2730641517275387,96.24540557844746,0.13003550369991493,57,26,4280,0.44338029246460997,COMPLETE
183,0.3970127011216311,2025-01-10 23:17:03.608860,2025-01-10 23:22:28.705517,0 days 00:05:25.096657,24.685778090623874,0.8458625520341293,0.4343551233423302,0.46500417417869566,1.6283776039712958,96.00439929385756,0.12700165169430477,58,26,4130,0.3892267453790784,COMPLETE
184,0.3890974113689028,2025-01-10 23:17:36.039098,2025-01-10 23:23:02.588644,0 days 00:05:26.549546,24.63288381511616,0.9347876586075797,0.4996868866324856,0.4664825719327341,1.215040432359635,99.77076401248652,0.12593686399778284,58,25,4145,0.47536090053307367,COMPLETE
185,0.3944515310025261,2025-01-10 23:17:53.722659,2025-01-10 23:23:26.851834,0 days 00:05:33.129175,24.2052649438526,0.9256043462854291,0.4432208476188244,0.4625140314041343,2.128418155273346,98.33567003783394,0.10961823705987836,59,18,4191,0.4807935789707837,COMPLETE
186,0.46364943101005496,2025-01-10 23:18:22.558424,2025-01-10 23:23:54.200252,0 days 00:05:31.641828,99.71021241516758,0.9292420356824231,0.4361406908068741,0.4007442528182212,2.049968321076236,99.05105133518552,0.12657679658173215,68,25,4603,0.47934887370378715,COMPLETE
187,0.39026174761322346,2025-01-10 23:18:37.032539,2025-01-10 23:24:13.190635,0 days 00:05:36.158096,23.96607349736391,0.9205690530606834,0.4386248738381965,0.409213348428544,2.347232198935897,99.47796489757498,0.12239768848285051,68,36,4288,0.7697939070951105,COMPLETE
188,0.38613292552036144,2025-01-10 23:19:01.087115,2025-01-10 23:24:13.269369,0 days 00:05:12.182254,23.687486241024526,0.9339098628985607,0.5000157940321388,0.4648297030877178,2.087662761033259,93.55119547558787,0.1259250275910864,67,19,4000,0.783803654206573,COMPLETE
189,0.39851203471665236,2025-01-10 23:19:46.145307,2025-01-10 23:24:50.859848,0 days 00:05:04.714541,21.69424128186585,0.9322194316764092,0.4986474854318518,0.44942158830958345,2.2646939749897763,97.99961963130545,0.12940671402070716,53,18,3711,0.45806923337161265,COMPLETE
