number,value,datetime_start,datetime_complete,duration,params_alpha,params_colsample_bylevel,params_colsample_bynode,params_colsample_bytree,params_gamma,params_lambda,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,params_subsample,state
190,0.39234902844773933,2025-01-10 23:19:55.404745,2025-01-10 23:25:13.088908,0 days 00:05:17.684163,21.26095181707576,0.8228566074795224,0.3713097983871026,0.507606516957859,2.2282962369825086,97.83464417145326,0.1262958531198036,67,18,3938,0.5047886393249195,COMPLETE
191,0.3928786163638012,2025-01-10 23:20:12.916075,2025-01-10 23:25:34.980188,0 days 00:05:22.064113,23.59846324224575,0.9302283620232131,0.5677028910249446,0.4654940183900507,1.9574753449287337,92.9250037088395,0.1291691228481932,54,36,3978,0.5022858385733517,COMPLETE
192,0.363802369263521,2025-01-10 23:20:45.410022,2025-01-10 23:25:58.323091,0 days 00:05:12.913069,3.238246863307509,0.9258892003015559,0.4361818272918156,0.5013014459262124,2.361769302615135,19.620983672229475,0.12472416091707607,53,35,4052,0.7444416651658828,COMPLETE
193,0.3853355578832664,2025-01-10 23:20:58.801804,2025-01-10 23:26:04.765627,0 days 00:05:05.963823,21.83772171639356,0.9144111523608897,0.5681254919364152,0.5002339704549407,2.0165255950547447,97.22353425845384,0.13156724642859677,68,36,4157,0.552888584131588,COMPLETE
194,0.40221794205684763,2025-01-10 23:21:37.822671,2025-01-10 23:26:44.046832,0 days 00:05:06.224161,27.013307630024848,0.934457494095321,0.5653666074640433,0.5036931010844684,2.5033299239939217,12.774894362281518,0.12240027047211255,67,16,3957,0.47251441602836963,COMPLETE
195,0.3903525788504301,2025-01-10 23:21:53.564153,2025-01-10 23:27:07.830292,0 days 00:05:14.266139,21.54765958462585,0.6293096811449674,0.5649253331088199,0.49530650082768746,2.278944915845741,19.18657339785326,0.12406086801607775,68,18,4004,0.5516379442491339,COMPLETE
196,0.39524540834229355,2025-01-10 23:22:24.341487,2025-01-10 23:27:33.345382,0 days 00:05:09.003895,21.51016880229812,0.9314798324375015,0.3728461075075904,0.3963096179704443,2.5168167075733305,13.016495695100428,0.14986218894384384,64,17,4026,0.5662271004683102,COMPLETE
197,0.38912941740439616,2025-01-10 23:22:28.707519,2025-01-10 23:27:39.382714,0 days 00:05:10.675195,21.268515912147933,0.9309817100168465,0.5688732962925571,0.5002402321704964,2.3008074776474787,12.790409411627161,0.12247409902268573,63,36,3996,0.5681254198091966,COMPLETE
198,0.3927209642617185,2025-01-10 23:23:02.588644,2025-01-10 23:27:49.480339,0 days 00:04:46.891695,22.137632728772225,0.9277773552372577,0.5668736000806972,0.38984454410570274,2.5395985114182675,18.900085853842317,0.15152948457245863,61,36,3725,0.7499470109330509,COMPLETE
199,0.3999081577834926,2025-01-10 23:23:26.853575,2025-01-10 23:28:20.268790,0 days 00:04:53.415215,27.408916228654736,0.6262770847770728,0.5631872327445453,0.4952968347869585,2.71888962659657,13.807259352898477,0.15160971340925739,53,35,3718,0.5594570923691441,COMPLETE
200,0.4121677157802129,2025-01-10 23:23:54.200252,2025-01-10 23:28:48.067550,0 days 00:04:53.867298,21.24228698322865,0.9571893226229726,0.5608153525742301,0.9210536911021848,2.5486424053635175,18.720727541901102,0.3628865428796516,53,35,3988,0.21151911652649352,COMPLETE
201,0.39169882684578267,2025-01-10 23:24:13.190635,2025-01-10 23:29:06.243062,0 days 00:04:53.052427,21.666167468233265,0.9538044778220702,0.37227185146742947,0.516125551393299,2.546944540406347,18.702450267906315,0.15110740047948354,62,37,3692,0.5663886512296632,COMPLETE
202,0.40017393228432,2025-01-10 23:24:13.269369,2025-01-10 23:29:11.568568,0 days 00:04:58.299199,4.243950985641588,0.6239233853478423,0.566079146817384,0.5023926059420741,3.6337334014923233,18.40589515528417,0.17728472782534838,64,35,3733,0.20607858343871394,COMPLETE
203,0.4757769145329354,2025-01-10 23:24:50.859848,2025-01-10 23:29:38.359987,0 days 00:04:47.500139,27.434463619571552,0.6331753278792128,0.566815560687896,0.9267395059954903,34.46351789584285,12.59995286274022,0.1487918676766636,64,4,3952,0.548076049690117,COMPLETE
204,0.3390511792141638,2025-01-10 23:25:13.090714,2025-01-10 23:31:08.865522,0 days 00:05:55.774808,27.446135331052805,0.9522372329979495,0.5653017723383325,0.3311765675686828,0.005574363778749515,12.701268231632625,0.14750891947593314,63,5,3345,0.750015032581381,COMPLETE
205,0.3457356478929728,2025-01-10 23:25:34.980188,2025-01-10 23:31:10.122667,0 days 00:05:35.142479,27.292841449440665,0.6231299122509372,0.5597638447356753,0.3322895451541527,0.030514220223216107,12.617159712810748,0.18056820582183708,62,35,3737,0.7006672477247357,COMPLETE
206,0.4527324954760052,2025-01-10 23:25:58.323091,2025-01-10 23:30:30.937777,0 days 00:04:32.614686,2.7951165295054303,0.9501359284855369,0.5709388067036538,0.5033749163272782,35.25646389995256,13.15404600741337,0.15048422292076546,64,35,3278,0.7512015087864146,COMPLETE
207,0.3271472558080157,2025-01-10 23:26:04.765627,2025-01-10 23:38:35.241486,0 days 00:12:30.475859,3.7119938947211213,0.9568595955105318,0.47114150113403186,0.5278430349686868,0.00660058805953357,12.868216983759062,0.14993523467451425,62,30,3300,0.7571724377343041,COMPLETE
208,0.46535588394687616,2025-01-10 23:26:44.046832,2025-01-10 23:31:48.032825,0 days 00:05:03.985993,27.408438055617513,0.7143012970098715,0.5251484456247427,0.5279532490085439,35.307643025918,15.0749491197795,0.14864116455101656,64,30,3329,0.7505757051773285,COMPLETE
209,0.39900840634877827,2025-01-10 23:27:07.832294,2025-01-10 23:32:13.679732,0 days 00:05:05.847438,27.271063216428452,0.9554402270964812,0.473679283956317,0.5266590459576296,3.444257771730065,14.338948127445173,0.14752793021493213,64,40,3331,0.7452438638075006,COMPLETE
210,0.47084135723488973,2025-01-10 23:27:33.345382,2025-01-10 23:32:23.302373,0 days 00:04:49.956991,30.030080666572182,0.6998510601318114,0.47019988804634555,0.4446232417874501,36.323705349704056,15.140198725882767,0.09929428912357732,62,30,3261,0.7511381427999198,COMPLETE
211,0.3368610822414982,2025-01-10 23:27:39.382714,2025-01-10 23:43:14.213157,0 days 00:15:34.830443,2.8424135885255337,0.9525041793015793,0.47763978410934455,0.5216198234273977,0.0016648135860133362,18.42733243650647,0.180278960657511,62,30,3251,0.7485152091548514,COMPLETE
212,0.35059616494912277,2025-01-10 23:27:49.480339,2025-01-10 23:38:51.046251,0 days 00:11:01.565912,0.5774264558069309,0.9598887164117806,0.4809288697017202,0.33536855620510597,0.13593624072391983,15.228559358797572,0.09965315843860818,47,30,3255,0.3666154644051292,COMPLETE
213,0.3548665267545262,2025-01-10 23:28:20.268790,2025-01-10 23:34:24.872072,0 days 00:06:04.603282,30.390337332350658,0.959173400691942,0.475662576786855,0.32990081790677717,0.07016211617047227,14.3379548097619,0.09829512235942373,46,30,3564,0.7493319466953055,COMPLETE
214,0.3515190879279861,2025-01-10 23:28:48.067550,2025-01-10 23:39:17.408324,0 days 00:10:29.340774,2.454774541791883,0.9562793741833814,0.5263590140505057,0.3295525786135925,0.09555679466101037,15.42657405492276,0.18163428462597456,61,4,3289,0.3731279423911415,COMPLETE
215,0.3479983709137939,2025-01-10 23:29:06.244932,2025-01-10 23:37:40.705904,0 days 00:08:34.460972,4.146229180221836,0.8809280792119252,0.47291158361813473,0.4352412238048344,0.8061656504902296,15.505646496411668,0.1794390687510185,63,30,3246,0.6600407855914249,COMPLETE
216,0.35870894453629737,2025-01-10 23:29:11.568568,2025-01-10 23:39:32.385332,0 days 00:10:20.816764,30.198845918463956,0.9534680058902726,0.5266520981038733,0.3233420198759658,0.011482908269946565,15.214931013449576,0.16247651154969245,3,30,3320,0.7568802467764909,COMPLETE
217,0.3643875695531798,2025-01-10 23:29:38.359987,2025-01-10 23:40:56.323362,0 days 00:11:17.963375,30.293396404685033,0.8996698092458731,0.47366609604098675,0.338599921639364,0.0003169956778971972,15.85710936257922,0.10211543145923753,7,30,3322,0.369174280589671,COMPLETE
218,0.34813980254701865,2025-01-10 23:30:30.939779,2025-01-10 23:41:50.000612,0 days 00:11:19.060833,0.16726860339026128,0.8851844293277906,0.5244500427878246,0.32730524686931217,0.4004333916559488,10.81982311195678,0.16235253070889208,47,41,3517,0.3657148558650951,COMPLETE
219,0.3434913429843478,2025-01-10 23:31:08.865522,2025-01-10 23:48:31.414777,0 days 00:17:22.549255,1.3112610764718156,0.6966594194474636,0.4742706383876055,0.33271264769218245,0.02456930091445496,14.287693388720133,0.09942732776732358,43,30,3565,0.815250018697469,COMPLETE
220,0.3514546489977813,2025-01-10 23:31:10.124669,2025-01-10 23:42:42.035208,0 days 00:11:31.910539,27.793663932402914,0.8847369401606212,0.5258948188331373,0.3355433642051473,0.049463822078303,14.318384115020889,0.09965900534748615,61,30,3535,0.6432222260744076,COMPLETE
221,0.3333454187242975,2025-01-10 23:31:48.032825,2025-01-10 23:47:58.034827,0 days 00:16:10.002002,0.9944676366689635,0.5897933759260755,0.4766077540092308,0.33301762792062184,0.08560991732470688,15.546698327615651,0.0998436915849042,61,41,3528,0.6823837053056412,COMPLETE
222,0.3702537168733926,2025-01-10 23:32:13.679732,2025-01-10 23:45:21.968039,0 days 00:13:08.288307,0.8514906820983823,0.9038828742125485,0.5254058171334139,0.34567491325971117,0.1361034647816923,15.532164460643619,0.20079980577264397,72,5,3577,0.6992873569017466,COMPLETE
223,0.3561938143844314,2025-01-10 23:32:23.302373,2025-01-10 23:45:11.391211,0 days 00:12:48.088838,18.452116584011023,0.5969211687394568,0.595984186163864,0.3379569768563944,0.1701374851816442,11.14448947337374,0.19203865619607086,33,9,3583,0.363426126702113,COMPLETE
224,0.3419323193344312,2025-01-10 23:34:24.874074,2025-01-10 23:46:24.156400,0 days 00:11:59.282326,18.69200758138336,0.8839849851063706,0.4737535580356182,0.32578145560742944,0.08056596680819322,10.887214373154901,0.1881387753235464,44,13,3573,0.6420919043466679,COMPLETE
225,0.353145459561572,2025-01-10 23:37:40.705904,2025-01-10 23:49:46.744576,0 days 00:12:06.038672,0.23779155652080775,0.8853316137020187,0.4805993499688216,0.33775737137402345,0.12741723770794094,11.139510718736343,0.185729818946731,44,31,3552,0.6599614106922409,COMPLETE
226,0.3955878537367088,2025-01-10 23:38:35.241486,2025-01-10 23:54:46.586495,0 days 00:16:11.345009,0.5026293830905484,0.8831952661756214,0.47510376575211116,0.33330454696634393,0.014135459726189237,10.998053170246974,0.1633129147649646,48,5,3486,0.6814457697377652,COMPLETE
227,0.3466772097405606,2025-01-10 23:38:51.046251,2025-01-10 23:55:34.472632,0 days 00:16:43.426381,2.015364575078551,0.9729189787284942,0.4803979995889285,0.33186176791477345,0.02146798942410254,15.798995881585714,0.16132160222798944,46,28,3561,0.7150388172466363,COMPLETE
228,0.32257714750422983,2025-01-10 23:39:17.410151,2025-01-10 23:52:13.269693,0 days 00:12:55.859542,6.122716924839242,0.9788993809663084,0.47795516219278344,0.3341546295548179,0.05153647127450569,16.700774530958494,0.16279581927666184,48,4,3575,0.720682005953389,COMPLETE
229,0.38936029001742606,2025-01-10 23:39:32.387233,2025-01-10 23:54:18.757740,0 days 00:14:46.370507,0.2578466904788401,0.9848141639239671,0.4889528907352139,0.3348089156618649,0.06435387756377961,21.167651853617347,0.1651146287767422,48,5,3559,0.7028325233864766,COMPLETE
230,0.35693257725695765,2025-01-10 23:40:56.323362,2025-01-10 23:59:46.890596,0 days 00:18:50.567234,0.7034306628101549,0.9568308162944601,0.4714403229273077,0.3260999223888341,0.049241512414852195,21.92227535474608,0.07920754378226227,47,4,3550,0.6907139453177982,COMPLETE
231,0.3511536507819974,2025-01-10 23:41:50.000612,2025-01-10 23:55:16.438756,0 days 00:13:26.438144,1.5348384417202454,0.9759276487069634,0.4808316057009761,0.3287217613752429,0.9984759011345874,16.831923833540742,0.18644397835809814,45,5,3537,0.35861956275054147,COMPLETE
232,0.3570911446162642,2025-01-10 23:42:42.035208,2025-01-10 23:55:54.708545,0 days 00:13:12.673337,0.7704615927129339,0.9763176237686018,0.5066311900615742,0.32884194216638546,1.0589578039740135,16.772128718113734,0.16373845662658956,45,4,3509,0.6924945913130818,COMPLETE
233,0.426850648513769,2025-01-10 23:43:14.215037,2025-01-10 23:56:06.715574,0 days 00:12:52.500537,2.379596182947412,0.9740522666251502,0.4863426224656967,0.3337382588590834,23.61109867454687,21.303627339176746,0.07626425101205908,43,5,3533,0.6829208061787891,COMPLETE
234,0.3596872601530972,2025-01-10 23:45:11.391211,2025-01-10 23:56:31.835809,0 days 00:11:20.444598,5.667315396642958,0.9794638406104965,0.48123830406636353,0.32574367668336984,1.0537648848320174,16.730964160484184,0.16338124444840246,47,5,3540,0.34758115908029596,COMPLETE
235,0.34825657076004163,2025-01-10 23:45:21.970042,2025-01-10 23:57:29.146869,0 days 00:12:07.176827,0.19355071800383805,0.9915022194645126,0.48838075463282116,0.33201266798504775,0.898860515162131,11.102605338778467,0.1613361106275687,45,28,3513,0.6726927522854923,COMPLETE
236,0.35072722980187615,2025-01-10 23:46:24.156400,2025-01-10 23:57:32.284858,0 days 00:11:08.128458,5.3399253034757255,0.9774501087072971,0.49206354867501445,0.329620795263411,1.1739388311066008,11.671829115242744,0.16050883727049883,46,13,3529,0.6603114412494315,COMPLETE
237,0.35183879895345416,2025-01-10 23:47:58.034827,2025-01-10 23:58:05.176354,0 days 00:10:07.141527,0.21291970670687482,0.9711438814352846,0.48410840317534876,0.3261340150352793,1.2612433316739156,17.28664421135631,0.1618484930206564,44,28,3518,0.6597068422703611,COMPLETE
238,0.356633113828648,2025-01-10 23:48:31.414777,2025-01-10 23:59:00.197020,0 days 00:10:28.782243,4.437299134413104,0.9782035190984913,0.47317805263988216,0.3292163577297086,1.178524114526326,16.64311957097177,0.07784836898575653,46,27,3523,0.6536059375378181,COMPLETE
239,0.35757281298927096,2025-01-10 23:49:46.744576,2025-01-10 23:59:13.210581,0 days 00:09:26.466005,5.503995665380021,0.9744605121579466,0.4821491190553903,0.3308067179712971,1.3925864200291507,11.035133249654068,0.09306137405342202,46,28,3544,0.6523764892091836,COMPLETE
240,0.35304599399980413,2025-01-10 23:52:13.269693,2025-01-10 23:59:30.488423,0 days 00:07:17.218730,5.926643391129904,0.9698939435296225,0.4842617841326038,0.3355952518414442,1.2329790116261188,21.3904513862511,0.07099042701527529,46,6,3531,0.6688023213672859,COMPLETE
241,0.3583240328577623,2025-01-10 23:54:18.757740,2025-01-10 23:59:53.023320,0 days 00:05:34.265580,5.962129192494281,0.9725629470576376,0.48291452407955815,0.331105421082679,1.2237990299362593,8.444435382632994,0.08131151337000524,42,27,3508,0.6504867332384153,COMPLETE
242,0.3566367771820828,2025-01-10 23:54:46.586495,2025-01-11 00:00:18.553185,0 days 00:05:31.966690,5.190122189339546,0.9851068048238716,0.4861556572128207,0.32564448119516215,1.2259110380356895,17.274599497535934,0.08062042920643786,43,28,3552,0.6409848541189178,COMPLETE
243,0.47205149090996773,2025-01-10 23:55:16.440758,2025-01-11 00:00:39.097538,0 days 00:05:22.656780,5.7042628799924495,0.9709300682785954,0.48504299893104413,0.33229196311681525,49.58778567180258,17.24121276463825,0.0756712026474038,43,8,3512,0.6431935692401413,COMPLETE
244,0.3579259392015208,2025-01-10 23:55:34.472632,2025-01-11 00:01:00.655895,0 days 00:05:26.183263,5.038171937469665,0.9679542772462268,0.48446333451878765,0.33105955307185725,1.2748000746564114,16.74038450673516,0.19092067332225782,43,7,3534,0.6477409995723924,COMPLETE
245,0.356964813480227,2025-01-10 23:55:54.708545,2025-01-11 00:01:31.109518,0 days 00:05:36.400973,5.641545284934394,0.978015561946872,0.48250339706972645,0.3384494647698535,1.1622096189548548,17.004932576391962,0.18985813230173093,43,8,3622,0.652738979865317,COMPLETE
246,0.3582818287402945,2025-01-10 23:56:06.715574,2025-01-11 00:04:50.366911,0 days 00:08:43.651337,5.269636558419779,0.988816682807877,0.4771986185495871,0.3380415023565322,1.3417747792984558,17.26928495551479,0.18998272284743617,43,27,3214,0.6531091476669618,COMPLETE
247,0.35991199474776203,2025-01-10 23:56:31.835809,2025-01-11 00:02:07.556199,0 days 00:05:35.720390,6.35223200863229,0.9637863519293277,0.48317817534231167,0.33831517706841213,1.3088610499148285,16.223032304982844,0.18809546979080274,42,27,3234,0.6586384144423885,COMPLETE
248,0.3532389484446686,2025-01-10 23:57:29.146869,2025-01-11 00:06:16.086540,0 days 00:08:46.939671,4.858394719616065,0.9967278089285793,0.4815941511699037,0.2958645736278497,1.141969648374312,17.318110701908193,0.08166137056793954,41,28,3229,0.6511482075596059,COMPLETE
249,0.35701700589775803,2025-01-10 23:57:32.284858,2025-01-11 00:02:30.944409,0 days 00:04:58.659551,5.201103698585875,0.9975827599032081,0.48635551632623714,0.29305502978428905,1.2661177020757524,17.700752452645816,0.1725397361476011,42,27,3202,0.6440719219984712,COMPLETE
250,0.35487702832176704,2025-01-10 23:58:05.176354,2025-01-11 00:02:47.997400,0 days 00:04:42.821046,5.6629618239879145,0.9888702183548295,0.4980772646939079,0.29571661638354996,1.3258746291752845,17.35001555956295,0.17468478637724671,43,29,3394,0.6495175402624485,COMPLETE
251,0.36248595172556103,2025-01-10 23:59:00.197020,2025-01-11 00:02:55.873842,0 days 00:03:55.676822,6.596218770918258,0.9888697072334665,0.49229361188015486,0.2933152073491381,1.2111428160538649,17.997012381018937,0.1759495950295947,42,28,3188,0.6459445988240368,COMPLETE
252,0.41061745722195897,2025-01-10 23:59:13.212583,2025-01-11 00:03:31.287462,0 days 00:04:18.074879,2.844267596593694,0.9957658783518617,0.49736692251259235,0.3020428979964489,15.7347368128885,17.511190742620624,0.17747510636832817,40,12,3243,0.6707685475093417,COMPLETE
253,0.3601145822770928,2025-01-10 23:59:30.488423,2025-01-11 00:03:42.477244,0 days 00:04:11.988821,2.8232857623804457,0.9891078305193787,0.5060159092492444,0.29540857525145736,1.5910024319210867,17.735145213798155,0.1748848601725789,43,13,3238,0.6430254735660037,COMPLETE
254,0.3456693553789225,2025-01-10 23:59:46.892596,2025-01-11 00:04:22.900971,0 days 00:04:36.008375,2.695843981961705,0.7561859926884109,0.5042831164700328,0.29460480941897627,1.374127065979055,18.044901553663564,0.05822212863057889,44,7,3240,0.6332578443066635,COMPLETE
255,0.3524957841110737,2025-01-10 23:59:53.025332,2025-01-11 00:04:12.867257,0 days 00:04:19.841925,3.3408848705693193,0.9981482177181242,0.5075958908791242,0.29659571599303425,1.2799221806026573,18.221054188982894,0.1726690134651713,43,7,3209,0.6317543608662055,COMPLETE
256,0.3617161377044773,2025-01-11 00:00:18.555185,2025-01-11 00:04:55.324010,0 days 00:04:36.768825,7.873819932354408,0.9964747199381014,0.5061239032987528,0.3022532015457597,1.3843640225138616,17.703179004733563,0.05827677126883525,44,31,3209,0.6635204097025382,COMPLETE
257,0.34178675298948846,2025-01-11 00:00:39.099537,2025-01-11 00:05:22.857079,0 days 00:04:43.757542,3.161122960188806,0.9640635561015918,0.5070095540979735,0.7074345979951242,1.542830614459503,15.228908093936763,0.175356912232791,49,11,3197,0.6736720351739911,COMPLETE
258,0.3561435924247623,2025-01-11 00:01:00.657895,2025-01-11 00:05:47.890238,0 days 00:04:47.232343,2.8977539354626294,0.994931201770638,0.508609740510811,0.3076177117366003,1.5560038304981323,12.215456408343348,0.046217807680413225,40,13,3234,0.6717495218916189,COMPLETE
259,0.35977372086821596,2025-01-11 00:01:34.181671,2025-01-11 00:05:39.700191,0 days 00:04:05.518520,2.747286403599726,0.9945060989069748,0.5057221758361277,0.29616845440448614,1.456383968065124,12.724173677703755,0.168058346076945,45,31,3205,0.6687659352322008,COMPLETE
260,0.3519821987346023,2025-01-11 00:02:09.481268,2025-01-11 00:06:59.595165,0 days 00:04:50.113897,2.7864260533125025,0.9993986955850331,0.5085628152568317,0.30689648111066975,1.427639146331759,12.543556038583079,0.17394104963323598,50,12,3407,0.6670449016184252,COMPLETE
261,0.3572991234760552,2025-01-11 00:02:30.946409,2025-01-11 00:06:34.995088,0 days 00:04:04.048679,3.2774506761853655,0.8170056848093573,0.5063182300842793,0.3001395380744017,1.7731954160777947,12.457256933491688,0.05695933920743726,39,14,3418,0.6743339674353632,COMPLETE
262,0.35431074282888986,2025-01-11 00:02:48.537927,2025-01-11 00:07:44.183348,0 days 00:04:55.645421,2.2456591054040524,0.9955390560573754,0.5100944318619028,0.3089043881643749,1.7447330748400658,13.019780050907011,0.04288531910692214,50,12,3667,0.6703654799609005,COMPLETE
263,0.37480445261902356,2025-01-11 00:02:56.140842,2025-01-11 00:08:28.568656,0 days 00:05:32.427814,2.3483519722724195,0.9990828471343355,0.5080509261586228,0.31111498860826187,3.3869553766497784,12.845460702231568,0.010956416977293965,50,12,3380,0.6705780854836803,COMPLETE
264,0.37678426238353163,2025-01-11 00:03:31.407633,2025-01-11 00:07:52.457261,0 days 00:04:21.049628,9.752433159195352,0.8265287382020502,0.45314021244773456,0.36950119626806216,3.42219660866514,12.312195516913906,0.058556405467278826,50,13,3393,0.6720642200527112,COMPLETE
265,0.37812172227920254,2025-01-11 00:04:01.918270,2025-01-11 00:08:11.491282,0 days 00:04:09.573012,10.30937606004431,0.8241075428331894,0.5109004680274453,0.35289781866385317,3.2652573001349774,12.44103078981481,0.055352318868406074,50,30,3440,0.6235208159926938,COMPLETE
266,0.3717795589983555,2025-01-11 00:04:12.869257,2025-01-11 00:08:27.992648,0 days 00:04:15.123391,2.4492510979083555,0.7465833923365992,0.514135157384022,0.2744203258194744,3.654405873778735,12.61833965803733,0.1591278456690143,49,7,3384,0.6082422459619011,COMPLETE
267,0.38050416805687104,2025-01-11 00:04:22.916975,2025-01-11 00:09:16.754856,0 days 00:04:53.837881,9.659246522302197,0.7945546831622923,0.5099246626315054,0.2730241547588974,3.286254333415968,19.55600411463222,0.03900334490120017,50,7,3400,0.6140123409407385,COMPLETE
268,0.42901927365838555,2025-01-11 00:04:50.368913,2025-01-11 00:09:25.118634,0 days 00:04:34.749721,2.6149607613707566,0.7768628871021318,0.5122348108515388,0.27691182190511787,18.88157228275027,21.111197528285025,0.1582245835621058,49,8,3412,0.6256018922830958,COMPLETE
269,0.38202272545845933,2025-01-11 00:04:55.326010,2025-01-11 00:09:53.845587,0 days 00:04:58.519577,9.838555953213694,0.8288566250678098,0.4606687996174941,0.31247505543852033,3.384776986172328,20.590675219412212,0.04105122362829857,50,7,3395,0.6248390896077237,COMPLETE
270,0.36757136008735775,2025-01-11 00:05:25.014946,2025-01-11 00:10:07.534987,0 days 00:04:42.520041,2.5678146694959616,0.741195880442344,0.5166813406250915,0.706055170301236,3.4147384907338343,12.724368418537685,0.0565805217983055,51,11,3444,0.6253481587242382,COMPLETE
271,0.371244486577564,2025-01-11 00:05:39.702191,2025-01-11 00:10:52.680730,0 days 00:05:12.978539,2.2891498400733816,0.9473670637465977,0.5136990834862796,0.2735424566358497,3.6922476940590396,14.943085526287758,0.0389039715670256,51,14,3400,0.6228822500546335,COMPLETE
272,0.37246243706636184,2025-01-11 00:05:47.892238,2025-01-11 00:10:45.748571,0 days 00:04:57.856333,10.54109444811787,0.7313031090612959,0.5184325376001356,0.7623113668220858,3.3543407811419326,20.142985321409608,0.16163336092722042,49,10,3392,0.6115159799495057,COMPLETE
273,0.386461005404848,2025-01-11 00:06:16.088540,2025-01-11 00:11:15.178345,0 days 00:04:59.089805,11.08427219340465,0.8211554748817098,0.4587235873546695,0.7651435802995794,3.1476638556176355,20.488001921922162,0.1574463917930012,50,11,3444,0.6098630301642886,COMPLETE
274,0.379064437895736,2025-01-11 00:06:34.997088,2025-01-11 00:11:56.937170,0 days 00:05:21.940082,9.74148038130166,0.9436887661365018,0.5226319887476473,0.6174634807528405,3.410082258803624,14.813194029919284,0.029587317539392213,49,11,3400,0.7068983003469643,COMPLETE
275,0.36848243706447664,2025-01-11 00:06:59.597165,2025-01-11 00:11:45.116469,0 days 00:04:45.519304,9.846352755645885,0.9465169962197789,0.4572379899458299,0.822067012234818,3.464393792026499,14.751246810514678,0.1595646059460077,50,3,3389,0.7178283839050744,COMPLETE
276,0.38146477503519877,2025-01-11 00:07:44.185348,2025-01-11 00:12:10.476341,0 days 00:04:26.290993,8.561483071742892,0.8241356641208761,0.5225837826550886,0.36383430753557644,3.7093798390561252,15.094263569517137,0.16126346577114714,51,3,3390,0.6190781720909504,COMPLETE
277,0.37371192306879647,2025-01-11 00:07:52.459261,2025-01-11 00:12:18.177072,0 days 00:04:25.717811,0.21975676507946362,0.7543114922850606,0.4592952727716965,0.27737979045815814,3.1045034882816758,14.830222711551876,0.15944409510956867,51,9,3036,0.6069827742061076,COMPLETE
278,0.36351507752191187,2025-01-11 00:08:11.493283,2025-01-11 00:13:27.728104,0 days 00:05:16.234821,1.5576235387493056,0.7776317235658411,0.4599844662850351,0.8171455334412037,3.026445241400661,8.542805936564921,0.03269638690860033,50,10,3048,0.7121308475455832,COMPLETE
279,0.35751359955146794,2025-01-11 00:08:27.993651,2025-01-11 00:13:26.493644,0 days 00:04:58.499993,1.3498467113041768,0.9468550483936542,0.457966235927193,0.31481125499532914,2.474837345600026,8.365401510541068,0.1585970629036336,51,10,3675,0.7159653103961926,COMPLETE
280,0.36637145649583763,2025-01-11 00:08:28.570656,2025-01-11 00:13:41.780432,0 days 00:05:13.209776,0.01046081547655664,0.7664333185799207,0.45819404102021144,0.8438250068019065,2.2762609845425748,7.914905091270807,0.16213756742900812,47,9,3639,0.721984015632429,COMPLETE
281,0.3433886135472554,2025-01-11 00:09:16.756855,2025-01-11 00:13:42.130215,0 days 00:04:25.373360,0.1578641171430181,0.9472215623275327,0.4608790511040024,0.7854202667142705,2.311194351013672,8.190803100312564,0.1561877408093657,84,9,3038,0.7333608504979526,COMPLETE
282,0.35825884206595343,2025-01-11 00:09:25.119661,2025-01-11 00:14:15.208653,0 days 00:04:50.088992,0.9110497503376326,0.9495945679845273,0.4575525693544214,0.31483289956388016,2.1829661472974733,14.971333138267424,0.16370738401294607,47,10,3023,0.7083765982624076,COMPLETE
283,0.3503875546937696,2025-01-11 00:09:53.847588,2025-01-11 00:14:54.199092,0 days 00:05:00.351504,0.6671598877193623,0.944230231485287,0.45973883945565125,0.8674142472819237,2.4411285145496833,15.268332907526347,0.1610676664403489,48,10,3061,0.7276033172844065,COMPLETE
284,0.3663372068608939,2025-01-11 00:10:07.535988,2025-01-11 00:15:11.232801,0 days 00:05:03.696813,0.877940437784457,0.9411856967518082,0.4599666286779381,0.35411990381939856,2.188407647948669,7.889006662572708,0.16008886448859078,47,68,3680,0.7161297930015448,COMPLETE
285,0.453131321981175,2025-01-11 00:10:45.750571,2025-01-11 00:14:57.111082,0 days 00:04:11.360511,0.23756447612411025,0.9453627767976237,0.45899812029853515,0.3580246373939222,31.468321403724865,14.822050429753848,0.1667287408042103,60,10,3036,0.7113606008287602,COMPLETE
286,0.3684992756906406,2025-01-11 00:10:52.682552,2025-01-11 00:15:06.813139,0 days 00:04:14.130587,0.10632060878427026,0.959791574558035,0.45906176042628943,0.3549008675862547,2.4347840837585073,8.262907888555606,0.16665977112190417,47,70,3065,0.7276926695609232,COMPLETE
287,0.3660069268820891,2025-01-11 00:11:15.180848,2025-01-11 00:16:17.521182,0 days 00:05:02.340334,0.06107344163697137,0.9494773047832503,0.4614760533854291,0.36342077116018195,2.3292591302607732,7.510847629659775,0.16872960407433568,47,69,3633,0.7115730011957838,COMPLETE
288,0.3609050124122491,2025-01-11 00:11:45.118496,2025-01-11 00:16:23.785299,0 days 00:04:38.666803,0.265362332241838,0.9482458655990922,0.4574528249841199,0.35847313351012766,2.1478014516327635,8.041594639245794,0.18245381638925262,60,3,3036,0.7094485103192337,COMPLETE
