n_estimators,max_depth,learning_rate,min_child_weight,gamma,subsample,lambda,alpha,colsample_bytree,colsample_bylevel,colsample_bynode
4217,89,0.13303506238546675,46,0.039172933097113824,0.8605930456755688,1.15374029356788,9.887141096143289,0.9726273344018967,0.9301323613912363,0.3449671745393691
